Tract,Council,OwnDate,LnSalePrice,SalePrice,PropAddr,PropCity,PropZip,PropDate,Acres,LUDesc,FinishArea,NAME10,CoreBin,Quarter,TimeBin,BuildTimeCensus01,Year,PropYear,SaleYear,Age,QuarterByYear,MonthByYear,PopulationTract,PrcntWhite,%Black(onerace),Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree or higher,BAorHigher,BuildPreTrt
37014800,19,1/29/21,12.02575508,167000,63 ROBERTSON ST,NASHVILLE,37210,7/31/63,0.13,DUPLEX,1392,148,0,"12,021",1,89,2021,1963,2021,58,1,1,3127,3.583168968,94.70742932,0.4,0.17,0.34,0.08,0.04,10
37014800,19,1/29/21,12.02575508,167000,82 GREEN ST,NASHVILLE,37210,11/29/56,0.11,DUPLEX,1400,148,0,"12,021",1,89,2021,1956,2021,65,1,1,3127,3.583168968,94.70742932,0.4,0.17,0.34,0.08,0.04,10
37014800,19,1/29/21,12.02575508,167000,63 ROBERTSON ST,NASHVILLE,37210,7/31/63,0.13,DUPLEX,1392,148,0,"12,021",1,89,2021,1963,2021,58,1,1,3127,3.583168968,94.70742932,0.4,0.17,0.34,0.08,0.04,10
37014800,19,1/29/21,12.02575508,167000,82 GREEN ST,NASHVILLE,37210,11/29/56,0.11,DUPLEX,1400,148,0,"12,021",1,89,2021,1956,2021,65,1,1,3127,3.583168968,94.70742932,0.4,0.17,0.34,0.08,0.04,10
37014200,19,2/16/18,12.0435596,170000,1739 HERMAN ST,NASHVILLE,37208,6/12/74,0.08,DUPLEX,1168,142,0,"12,018",1,150,2018,1974,2018,44,1,2,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37013900,21,8/20/15,12.07540002,175500,1711 KNOWLES ST,NASHVILLE,37208,10/31/49,0.12,DUPLEX,2319,139,0,"32,015",1,287,2015,1949,2015,66,3,8,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,2/28/17,12.07824496,176000,1524 12TH AVE N,NASHVILLE,37208,1/15/87,0.18,DUPLEX,1431,139,0,"12,017",1,287,2017,1987,2017,30,1,2,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37019400,19,11/1/13,12.18075997,195000,1532 ARTHUR AVE,NASHVILLE,37208,12/30/68,0.17,DUPLEX,1558,194,0,"42,013",1,160.6721311,2013,1968,2013,45,4,11,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37014200,21,6/12/17,12.18075997,195000,1829 MORENA ST,NASHVILLE,37208,7/24/72,0.16,DUPLEX,1301,142,0,"22,017",1,150,2017,1972,2017,45,2,6,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37014200,19,5/3/19,12.25486757,210000,1210 PHILLIPS ST,NASHVILLE,37208,6/8/44,0.17,DUPLEX,1650,142,0,"22,019",1,150,2019,1944,2019,75,2,5,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37014200,19,5/3/19,12.25486757,210000,1214 PHILLIPS ST,NASHVILLE,37208,6/8/44,0.17,DUPLEX,1737,142,0,"22,019",1,150,2019,1944,2019,75,2,5,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37013900,21,9/15/20,12.27839796,215000,1609 14TH AVE N,NASHVILLE,37208,8/7/62,0.14,DUPLEX,1125,139,0,"32,020",1,287,2020,1962,2020,58,3,9,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37014800,19,4/7/20,12.39255636,241000,113 CLAIBORNE ST,NASHVILLE,37210,5/19/52,0.13,DUPLEX,2056,148,0,"22,020",1,89,2020,1952,2020,68,2,4,3127,3.583168968,94.70742932,0.4,0.17,0.34,0.08,0.04,10
37016300,19,3/7/08,12.40901757,245000,1209 SIGLER ST,NASHVILLE,37203,8/25/44,0.23,DUPLEX,1736,163,0,"12,008",0,11.36065574,2008,1944,2008,64,1,3,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37019400,19,10/25/17,12.4292202,250000,1531 ARTHUR AVE,NASHVILLE,37208,8/26/74,0.17,DUPLEX,1775,194,0,"42,017",1,1045,2017,1974,2017,43,4,10,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37016000,17,6/29/17,12.4292202,250000,1211 2ND AVE S,NASHVILLE,37210,7/16/62,0.11,DUPLEX,1292,160,0,"22,017",1,291,2017,1962,2017,55,2,6,874,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37013900,21,4/26/21,12.44902275,255000,1703 HEIMAN ST,NASHVILLE,37208,2/9/73,0.15,DUPLEX,2640,139,0,"22,021",1,287,2021,1973,2021,48,2,4,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,4/26/21,12.44902275,255000,1703 HEIMAN ST,NASHVILLE,37208,2/9/73,0.15,DUPLEX,2640,139,0,"22,021",1,287,2021,1973,2021,48,2,4,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,8/3/20,12.44902275,255000,1606 14TH AVE N,NASHVILLE,37208,12/28/62,0.13,DUPLEX,1298,139,0,"32,020",1,287,2020,1962,2020,58,3,8,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37016300,19,11/29/11,12.45877888,257500,1017 VILLA PL,NASHVILLE,37212,2/8/74,0.19,DUPLEX,1581,163,0,"42,011",1,11.36065574,2011,1974,2011,37,4,11,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,19,1/7/05,12.46844076,260000,1026 VILLA PL,NASHVILLE,37212,6/17/44,0.15,DUPLEX,3686,163,0,"12,005",0,11.36065574,2005,1944,2005,61,1,1,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37014400,19,5/15/19,12.48748888,265000,506 DR D B TODD JR BLVD,NASHVILLE,37203,2/4/82,0.15,DUPLEX,1403,144,0,"22,019",1,113,2019,1982,2019,37,2,5,1250,10.94650206,85.59670782,0.47,0.07,0.09,0.38,0.24,78
37019400,19,1/8/16,12.50618094,270000,913 11TH AVE N,NASHVILLE,37208,12/13/04,0.12,DUPLEX,1676,194,0,"12,016",1,1045,2016,1904,2016,112,1,1,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37014200,19,12/3/15,12.54254845,280000,1411 A PHILLIPS ST,NASHVILLE,37208,3/16/55,0.09,DUPLEX,2736,142,0,"42,015",1,150,2015,1955,2015,60,4,12,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37013900,21,4/12/21,12.61818561,302000,1610 KNOWLES ST,NASHVILLE,37208,6/22/70,0.18,DUPLEX,2128,139,0,"22,021",1,287,2021,1970,2021,51,2,4,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,4/12/21,12.61818561,302000,1610 KNOWLES ST,NASHVILLE,37208,6/22/70,0.18,DUPLEX,2128,139,0,"22,021",1,287,2021,1970,2021,51,2,4,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37016000,17,8/8/19,12.6443308,310000,1118 3RD AVE S,NASHVILLE,37210,10/4/54,0.11,DUPLEX,2088,160,0,"32,019",1,291,2019,1954,2019,65,3,8,874,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37014200,19,1/31/19,12.66001358,314900,1107 14TH AVE N,NASHVILLE,37208,7/12/67,0.08,DUPLEX,1148,142,0,"12,019",1,150,2019,1967,2019,52,1,1,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37019400,19,9/15/16,12.69158354,325000,1513 10TH AVE N,NASHVILLE,37208,1/1/63,0.17,DUPLEX,1865,194,0,"32,016",1,1045,2016,1963,2016,53,3,9,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37013900,21,3/3/23,12.98310361,435000,1717 KNOWLES ST,NASHVILLE,37208,11/14/56,0.13,DUPLEX,1610,139,0,"12,023",1,287,2023,1956,2023,67,1,3,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,3/3/23,12.98310361,435000,1717 KNOWLES ST,NASHVILLE,37208,11/14/56,0.13,DUPLEX,1610,139,0,"12,023",1,287,2023,1956,2023,67,1,3,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,6/1/22,13.09190623,485000,1720 KNOWLES ST,NASHVILLE,37208,10/28/72,0.1,DUPLEX,2221,139,0,"22,022",1,287,2022,1972,2022,50,2,6,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,6/1/22,13.09190623,485000,1720 KNOWLES ST,NASHVILLE,37208,10/28/72,0.1,DUPLEX,2221,139,0,"22,022",1,287,2022,1972,2022,50,2,6,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37016300,19,5/16/17,13.16638218,522500,1402 SIGLER ST,NASHVILLE,37203,7/30/53,0.2,DUPLEX,2034,163,0,"22,017",1,469,2017,1953,2017,64,2,5,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,19,1/22/20,13.23569385,560000,1505 TREMONT ST,NASHVILLE,37212,7/29/52,0.19,DUPLEX,1920,163,0,"12,020",1,469,2020,1952,2020,68,1,1,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,19,10/6/20,13.3046866,600000,1502 SOUTH ST,NASHVILLE,37212,11/16/44,0.29,DUPLEX,1690,163,0,"42,020",1,469,2020,1944,2020,76,4,10,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37014200,21,4/13/22,13.32937917,615000,1822 JEFFERSON ST,NASHVILLE,37208,9/27/66,0.15,DUPLEX,2183,142,0,"22,022",1,150,2022,1966,2022,56,2,4,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37014200,21,4/13/22,13.32937917,615000,1822 JEFFERSON ST,NASHVILLE,37208,9/27/66,0.15,DUPLEX,2183,142,0,"22,022",1,150,2022,1966,2022,56,2,4,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37016000,17,9/4/20,13.52782982,750000,38 N HILL ST,NASHVILLE,37210,8/29/74,0.18,DUPLEX,3794,160,0,"32,020",1,291,2020,1974,2020,46,3,9,874,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37016000,17,10/22/20,13.5606196,775000,1212 3RD AVE S,NASHVILLE,37210,11/26/69,0.1,DUPLEX,2556,160,0,"42,020",1,291,2020,1969,2020,51,4,10,874,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37016200,17,10/28/21,13.6529928,850000,940 ARCHER ST,NASHVILLE,37203,10/18/89,0.29,DUPLEX,2112,162,0,"42,021",1,657,2021,1989,2021,32,4,10,3299,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016200,17,10/28/21,13.6529928,850000,940 ARCHER ST,NASHVILLE,37203,10/18/89,0.29,DUPLEX,2112,162,0,"42,021",1,657,2021,1989,2021,32,4,10,3299,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016000,17,3/29/22,13.72668044,915000,1051 2ND AVE S,NASHVILLE,37210,12/28/73,0.16,DUPLEX,1856,160,0,"12,022",1,291,2022,1973,2022,49,1,3,874,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37019500,19,5/17/17,14.45736497,1900000,423 UNION ST,NASHVILLE,37219,1/30/73,0.04,DUPLEX,4030,195,1,"22,017",1,462,2017,1973,2017,44,2,5,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,7/29/21,14.69097971,2400000,803 3RD AVE S,NASHVILLE,37210,7/24/12,0.08,DUPLEX,1728,195,1,"32,021",1,462,2021,1912,2021,109,3,7,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,7/29/21,14.69097971,2400000,803 3RD AVE S,NASHVILLE,37210,7/24/12,0.08,DUPLEX,1728,195,1,"32,021",1,462,2021,1912,2021,109,3,7,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016300,17,10/27/22,15.0244712,3350000,1046 13TH AVE S,NASHVILLE,37212,10/27/22,0.2,DUPLEX,7532,163,0,"42,022",1,469,2022,2022,2022,0,4,10,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,17,10/27/22,15.0244712,3350000,1046 13TH AVE S,NASHVILLE,37212,10/27/22,0.2,DUPLEX,7532,163,0,"42,022",1,469,2022,2022,2022,0,4,10,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37014800,19,6/17/22,0,0,65 MAURY ST,NASHVILLE,37210,3/8/72,0.13,DUPLEX,1425,148,0,"22,022",1,89,2022,1972,2022,50,2,6,3127,3.583168968,94.70742932,0.4,0.17,0.34,0.08,0.04,10
37014800,19,6/17/22,0,0,65 MAURY ST,NASHVILLE,37210,3/8/72,0.13,DUPLEX,1425,148,0,"22,022",1,89,2022,1972,2022,50,2,6,3127,3.583168968,94.70742932,0.4,0.17,0.34,0.08,0.04,10
37016200,17,8/13/21,0,0,924 ARCHER ST,NASHVILLE,37203,10/18/89,0.18,DUPLEX,1427,162,0,"32,021",1,657,2021,1989,2021,32,3,8,3299,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37016200,17,8/13/21,0,0,924 ARCHER ST,NASHVILLE,37203,10/18/89,0.18,DUPLEX,1427,162,0,"32,021",1,657,2021,1989,2021,32,3,8,3299,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37013900,21,12/17/21,0,0,1631 16TH AVE N,NASHVILLE,37208,12/5/45,0.21,DUPLEX,1854,139,0,"42,021",1,287,2021,1945,2021,76,4,12,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,10/11/22,0,0,1411 WHELESS ST,NASHVILLE,37208,11/9/62,0.12,DUPLEX,1340,139,0,"42,022",1,287,2022,1962,2022,60,4,10,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,5/4/21,0,0,1404 16TH AVE N,NASHVILLE,37208,3/10/67,0.23,DUPLEX,3245,139,0,"22,021",1,287,2021,1967,2021,54,2,5,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,11/18/22,0,0,1409 DR D B TODD JR BLVD,NASHVILLE,37208,2/4/82,0.17,DUPLEX,1549,139,0,"42,022",1,287,2022,1982,2022,40,4,11,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,4/15/21,0,0,1715 HEIMAN ST,NASHVILLE,37208,8/29/63,0.17,DUPLEX,1072,139,0,"22,021",1,287,2021,1963,2021,58,2,4,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,8/18/22,0,0,1712 KNOWLES ST,NASHVILLE,37208,3/21/68,0.17,DUPLEX,1403,139,0,"32,022",1,287,2022,1968,2022,54,3,8,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,5/12/22,0,0,1810 HEIMAN ST,NASHVILLE,37208,3/18/67,0.17,DUPLEX,1575,139,0,"22,022",1,287,2022,1967,2022,55,2,5,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,2/16/22,0,0,1517 12TH AVE N,NASHVILLE,37208,2/18/69,0.1,DUPLEX,1272,139,0,"12,022",1,287,2022,1969,2022,53,1,2,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,7/23/21,0,0,1702 14TH AVE N,NASHVILLE,37208,6/26/67,0.13,DUPLEX,957,139,0,"32,021",1,287,2021,1967,2021,54,3,7,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,12/17/21,0,0,1631 16TH AVE N,NASHVILLE,37208,12/5/45,0.21,DUPLEX,1854,139,0,"42,021",1,287,2021,1945,2021,76,4,12,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,10/11/22,0,0,1411 WHELESS ST,NASHVILLE,37208,11/9/62,0.12,DUPLEX,1340,139,0,"42,022",1,287,2022,1962,2022,60,4,10,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,5/4/21,0,0,1404 16TH AVE N,NASHVILLE,37208,3/10/67,0.23,DUPLEX,3245,139,0,"22,021",1,287,2021,1967,2021,54,2,5,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,7/20/10,0,0,1701 10TH AVE N,NASHVILLE,37208,7/22/86,0.17,DUPLEX,1431,139,0,"32,010",0,19.47540984,2010,1986,2010,24,3,7,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,5/15/15,0,0,1702 ARTHUR AVE,NASHVILLE,37208,7/9/59,0.17,DUPLEX,1344,139,0,"22,015",1,287,2015,1959,2015,56,2,5,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,4/12/18,0,0,1716 KNOWLES ST,NASHVILLE,37208,8/25/20,0.1,DUPLEX,1909,139,0,"22,018",1,287,2018,1920,2018,98,2,4,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,11/18/22,0,0,1409 DR D B TODD JR BLVD,NASHVILLE,37208,2/4/82,0.17,DUPLEX,1549,139,0,"42,022",1,287,2022,1982,2022,40,4,11,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,12/29/12,0,0,1816 HEIMAN ST,NASHVILLE,37208,10/4/71,0.17,DUPLEX,1720,139,0,"42,012",1,19.47540984,2012,1971,2012,41,4,12,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,5/3/05,0,0,1204 HEIMAN ST,NASHVILLE,37208,5/29/90,0.14,DUPLEX,1444,139,0,"22,005",0,19.47540984,2005,1990,2005,15,2,5,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,4/15/21,0,0,1715 HEIMAN ST,NASHVILLE,37208,8/29/63,0.17,DUPLEX,1072,139,0,"22,021",1,287,2021,1963,2021,58,2,4,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,1/10/18,0,0,1725 HEIMAN ST,NASHVILLE,37208,11/15/66,0.15,DUPLEX,1400,139,0,"12,018",1,287,2018,1966,2018,52,1,1,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,8/18/22,0,0,1712 KNOWLES ST,NASHVILLE,37208,3/21/68,0.17,DUPLEX,1403,139,0,"32,022",1,287,2022,1968,2022,54,3,8,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,5/12/22,0,0,1810 HEIMAN ST,NASHVILLE,37208,3/18/67,0.17,DUPLEX,1575,139,0,"22,022",1,287,2022,1967,2022,55,2,5,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,3/19/19,0,0,1528 12TH AVE N,NASHVILLE,37208,1/15/87,0.18,DUPLEX,1430,139,0,"12,019",1,287,2019,1987,2019,32,1,3,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,6/9/20,0,0,1522 16TH AVE N,NASHVILLE,37208,1/25/65,0.2,DUPLEX,1191,139,0,"22,020",1,287,2020,1965,2020,55,2,6,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,2/16/22,0,0,1517 12TH AVE N,NASHVILLE,37208,2/18/69,0.1,DUPLEX,1272,139,0,"12,022",1,287,2022,1969,2022,53,1,2,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37013900,21,7/23/21,0,0,1702 14TH AVE N,NASHVILLE,37208,6/26/67,0.13,DUPLEX,957,139,0,"32,021",1,287,2021,1967,2021,54,3,7,1646,4.347826087,95.2173913,0.51,0.24,0.26,0,0.08,12
37019200,6,1/11/16,0,0,1010 OZARK ST,NASHVILLE,37206,10/17/69,0.17,DUPLEX,1323,192,0,"12,016",1,562,2016,1969,2016,47,1,1,3497,60.87463557,35.30612245,0.22,0.34,0.34,0.1,0.37,36
37019200,6,12/8/20,0,0,1008 S 11TH ST,NASHVILLE,37206,8/2/16,0.19,DUPLEX,1323,192,0,"42,020",1,562,2020,2016,2020,4,4,12,3497,60.87463557,35.30612245,0.22,0.34,0.34,0.1,0.37,36
37019400,19,9/13/16,0,0,1013 MONROE ST,NASHVILLE,37208,2/26/73,0.17,DUPLEX,1008,194,0,"32,016",1,1045,2016,1973,2016,43,3,9,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,9/18/20,0,0,1618 9TH AVE N,NASHVILLE,37208,8/5/68,0.18,DUPLEX,1550,194,0,"32,020",1,1045,2020,1968,2020,52,3,9,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,11/14/10,0,0,1408 ARTHUR AVE,NASHVILLE,37208,9/13/60,0.17,DUPLEX,1146,194,0,"42,010",1,160.6721311,2010,1960,2010,50,4,11,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,6/9/14,0,0,835 BUCHANAN ST,NASHVILLE,37208,6/6/80,0.26,DUPLEX,1394,194,0,"22,014",1,160.6721311,2014,1980,2014,34,2,6,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,5/17/04,0,0,1613 9TH AVE N,NASHVILLE,37208,4/7/71,0.17,DUPLEX,2304,194,0,"22,004",0,160.6721311,2004,1971,2004,33,2,5,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,8/19/04,0,0,1224 7TH AVE N,NASHVILLE,37208,4/17/59,0.2,DUPLEX,2489,194,0,"32,004",0,160.6721311,2004,1959,2004,45,3,8,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,8/8/14,0,0,930 MORRISON ST,NASHVILLE,37208,4/4/55,0.11,DUPLEX,1098,194,0,"32,014",1,160.6721311,2014,1955,2014,59,3,8,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37014200,19,5/16/22,0,0,1604 MEHARRY BLVD,NASHVILLE,37208,10/25/65,0.11,DUPLEX,1782,142,0,"22,022",1,150,2022,1965,2022,57,2,5,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37014200,19,8/28/07,0,0,1211 MEHARRY BLVD,NASHVILLE,37208,11/1/65,0.11,DUPLEX,1536,142,0,"32,007",0,14.60655738,2007,1965,2007,42,3,8,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37014200,21,9/27/16,0,0,1817 JEFFERSON ST,NASHVILLE,37208,6/18/40,0.2,DUPLEX,2399,142,0,"32,016",1,150,2016,1940,2016,76,3,9,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37014200,21,5/13/15,0,0,1814 MEHARRY BLVD,NASHVILLE,37208,5/28/53,0.2,DUPLEX,2089,142,0,"22,015",1,150,2015,1953,2015,62,2,5,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37014200,19,5/16/22,0,0,1604 MEHARRY BLVD,NASHVILLE,37208,10/25/65,0.11,DUPLEX,1782,142,0,"22,022",1,150,2022,1965,2022,57,2,5,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37014200,19,7/24/20,0,0,1415 MEHARRY BLVD,NASHVILLE,37208,9/25/74,0.14,DUPLEX,1665,142,0,"32,020",1,150,2020,1974,2020,46,3,7,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37014200,19,8/28/07,0,0,1004 14TH AVE N,NASHVILLE,37208,5/21/84,0.06,DUPLEX,1420,142,0,"32,007",0,14.60655738,2007,1984,2007,23,3,8,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37016300,19,10/18/22,0,0,915 15TH AVE S,NASHVILLE,37212,6/28/61,0.15,DUPLEX,2488,163,0,"42,022",1,469,2022,1961,2022,61,4,10,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,19,2/20/21,0,0,1004 15TH AVE S,NASHVILLE,37212,8/8/73,0.15,DUPLEX,1521,163,0,"12,021",1,469,2021,1973,2021,48,1,2,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,19,10/18/22,0,0,915 15TH AVE S,NASHVILLE,37212,6/28/61,0.15,DUPLEX,2488,163,0,"42,022",1,469,2022,1961,2022,61,4,10,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,19,1/7/08,0,0,1028 VILLA PL,NASHVILLE,37212,6/13/74,0.15,DUPLEX,2237,163,0,"12,008",0,11.36065574,2008,1974,2008,34,1,1,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,19,8/10/17,0,0,1512 EDGEHILL AVE,NASHVILLE,37212,12/21/65,0.19,DUPLEX,1992,163,0,"32,017",1,469,2017,1965,2017,52,3,8,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,19,2/20/21,0,0,1004 15TH AVE S,NASHVILLE,37212,8/8/73,0.15,DUPLEX,1521,163,0,"12,021",1,469,2021,1973,2021,48,1,2,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016000,17,12/12/13,0,0,1010 2ND AVE S,NASHVILLE,37210,8/14/64,0.06,DUPLEX,1420,160,0,"42,013",1,11.36065574,2013,1964,2013,49,4,12,874,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37016000,17,9/13/21,0,0,52 TRIMBLE ST,NASHVILLE,37210,5/24/72,0.13,DUPLEX,1403,160,0,"32,021",1,291,2021,1972,2021,49,3,9,874,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37016000,17,9/13/21,0,0,48 TRIMBLE ST,NASHVILLE,37210,5/11/72,0.14,DUPLEX,1215,160,0,"32,021",1,291,2021,1972,2021,49,3,9,874,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37016000,17,4/29/22,0,0,1117 3RD AVE S,NASHVILLE,37210,8/9/22,0.2,DUPLEX,1320,160,0,"22,022",1,291,2022,2022,2022,0,2,4,874,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37016000,17,11/30/07,0,0,31 WHARF AVE,NASHVILLE,37210,2/28/56,0.13,DUPLEX,1636,160,0,"42,007",0,11.36065574,2007,1956,2007,51,4,11,874,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37019500,19,11/2/22,0,0,105 LEA AVE,NASHVILLE,37210,5/20/72,0.1,DUPLEX,5320,195,1,"42,022",1,462,2022,1972,2022,50,4,11,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,11/2/22,0,0,105 LEA AVE,NASHVILLE,37210,5/20/72,0.1,DUPLEX,5320,195,1,"42,022",1,462,2022,1972,2022,50,4,11,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016000,17,1/26/01,8.006700845,3000,1236 1ST AVE S,NASHVILLE,37210,12/15/52,0.08,DUPLEX,968,160,0,"12,001",0,11.36065574,2001,1952,2001,49,1,1,874,12.64637002,82.43559719,0.42,0.18,0.4,0,0.05,7
37019400,19,12/31/01,8.77971129,6500,1714 NASSAU ST,NASHVILLE,37208,12/31/63,0.19,DUPLEX,2453,194,0,"42,001",0,160.6721311,2001,1963,2001,38,4,12,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
